person_id,first_name,last_name,email,phone,address,city,state,zip,engagement_level,giving_capacity
P-00000461,Timothy,Rivera,timothy.rivera19@msn.com,8474199039,6408 Harlem Ave,Chicago,IL,60614,high,medium
P-00000462,Anthony,Garcia,anthony.garcia2@aol.com,7739559556,9241 Dearborn St,Chicago,IL,60614,medium,low
P-00000463,Kimberly,Gonzalez,kimberly.gonzalez93@outlook.com,6305976563,1031 Madison St,Chicago,IL,60622,low,low
P-00000464,Jennifer,Campbell,jennifer.campbell20@sbcglobal.net,6301527409,1973 LaSalle St,Oak Park,IL,60302,low,medium
P-00000465,Joshua,Perez,joshua.perez68@yahoo.com,8472693481,6892 Monroe St,Evanston,IL,60201,medium,low
P-00000466,Dorothy,Robinson,dorothy.robinson57@icloud.com,8476081502,9922 California Ave,Chicago,IL,60610,medium,low
P-00000467,Elizabeth,Johnson,elizabeth.johnson60@att.net,3124053407,243 Roosevelt Rd,Chicago,IL,60654,low,high
P-00000468,Brian,White,brian.white11@comcast.net,8477999366,8597 Jackson Blvd,Chicago,IL,60601,low,high
P-00000469,Margaret,Young,margaret.young47@icloud.com,7734896937,9423 Ashland Ave,Chicago,IL,60601,low,major
P-00000470,Brian,Hernandez,brian.hernandez12@hotmail.com,7733112368,2329 State St,Chicago,IL,60610,medium,low
P-00000471,Sandra,Martin,sandra.martin28@sbcglobal.net,8475071867,397 Wacker Dr,Chicago,IL,60622,low,medium
P-00000472,Dorothy,Campbell,dorothy.campbell80@aol.com,3128688659,6997 Adams St,Chicago,IL,60657,low,major
P-00000473,Ashley,Sanchez,ashley.sanchez66@att.net,3123118219,1981 Madison St,Oak Park,IL,60302,medium,high
P-00000474,Melissa,Martin,melissa.martin60@yahoo.com,3125175282,1509 Diversey Pkwy,Chicago,IL,60647,high,low
P-00000475,Thomas,Lopez,thomas.lopez28@outlook.com,8476354342,379 California Ave,Chicago,IL,60657,low,low
P-00000476,Sarah,White,sarah.white58@aol.com,6302652131,7289 Congress Pkwy,Chicago,IL,60654,medium,major
P-00000477,Anthony,Young,anthony.young45@outlook.com,6303629137,8486 Pulaski Rd,Chicago,IL,60601,low,low
P-00000478,Robert,Brown,robert.brown78@comcast.net,6302553744,7248 Pulaski Rd,Chicago,IL,60657,medium,low
P-00000479,Ashley,Anderson,ashley.anderson41@aol.com,6306800545,8040 Van Buren St,Chicago,IL,60601,high,medium
P-00000480,Susan,Anderson,susan.anderson31@hotmail.com,3123469970,5329 Kedzie Ave,Chicago,IL,60601,low,high
P-00000481,Joseph,Martin,joseph.martin5@sbcglobal.net,8479580504,7874 Kedzie Ave,Chicago,IL,60610,medium,major
P-00000482,Mark,Harris,mark.harris1@outlook.com,6305791882,4178 Kedzie Ave,Chicago,IL,60615,medium,medium
P-00000483,Betty,Thomas,betty.thomas20@hotmail.com,3125537454,8420 Cermak Rd,Chicago,IL,60610,medium,high
P-00000484,Linda,Lewis,linda.lewis33@hotmail.com,6302578458,7631 Jackson Blvd,Chicago,IL,60610,medium,low
P-00000485,Kenneth,Brown,kenneth.brown19@aol.com,8729526508,8462 Van Buren St,Chicago,IL,60610,medium,medium
P-00000486,Margaret,Campbell,margaret.campbell86@hotmail.com,6302158343,8077 Oak Park Ave,Chicago,IL,60657,low,low
P-00000487,Brian,Gonzalez,brian.gonzalez20@att.net,8722657583,6678 Jackson Blvd,Oak Park,IL,60302,medium,low
P-00000488,Richard,Sanchez,richard.sanchez27@aol.com,7739745386,3446 Armitage Ave,Evanston,IL,60201,low,medium
P-00000489,Dorothy,Ramirez,dorothy.ramirez72@outlook.com,8727379878,7933 Wells St,Chicago,IL,60601,medium,low
P-00000490,Joshua,Rivera,joshua.rivera88@sbcglobal.net,8474875416,8672 Kedzie Ave,Chicago,IL,60657,low,major
P-00000491,Patricia,Hernandez,patricia.hernandez7@msn.com,8725879797,7482 Van Buren St,Chicago,IL,60601,low,medium
P-00000492,Timothy,Sanchez,timothy.sanchez54@hotmail.com,3129699043,2481 Clark St,Oak Park,IL,60302,medium,major
P-00000493,Jessica,Rivera,jessica.rivera93@att.net,3124277746,606 Harrison St,Chicago,IL,60614,medium,low
P-00000494,Donna,Thompson,donna.thompson7@aol.com,3127188753,1292 Monroe St,Oak Park,IL,60302,medium,medium
P-00000495,Donna,Clark,donna.clark33@gmail.com,6305799412,1311 State St,Chicago,IL,60614,low,medium
P-00000496,Betty,Brown,betty.brown71@yahoo.com,3125028604,4486 Wacker Dr,Chicago,IL,60601,low,high
P-00000497,Brian,Clark,brian.clark18@hotmail.com,8722944606,4616 Cermak Rd,Oak Park,IL,60302,medium,low
P-00000498,Melissa,Hill,melissa.hill4@aol.com,8726097579,6511 Fullerton Ave,Oak Park,IL,60302,low,low
P-00000499,David,Smith,david.smith90@comcast.net,7736893868,6633 Wells St,Evanston,IL,60201,medium,high
P-00000500,Charles,Torres,charles.torres95@icloud.com,3123293673,2180 Monroe St,Chicago,IL,60654,high,major
P-00000501,Mark,Hill,mark.hill21@comcast.net,8473089706,1825 California Ave,Oak Park,IL,60302,medium,medium
P-00000502,Carol,Moore,carol.moore7@yahoo.com,6307395300,9501 Michigan Ave,Chicago,IL,60610,high,low
P-00000503,Richard,Brown,richard.brown68@gmail.com,7738313367,1573 Jackson Blvd,Chicago,IL,60654,high,low
P-00000504,Daniel,Thomas,daniel.thomas28@hotmail.com,3126562632,9245 Van Buren St,Chicago,IL,60647,high,high
P-00000505,Robert,Adams,robert.adams96@msn.com,8729507150,8234 Belmont Ave,Chicago,IL,60657,low,low
P-00000506,Elizabeth,Ramirez,elizabeth.ramirez6@aol.com,8474230786,9195 Wacker Dr,Chicago,IL,60610,high,low
P-00000507,Patricia,Lee,patricia.lee45@att.net,8472251661,7600 California Ave,Chicago,IL,60610,low,low
P-00000508,Donna,King,donna.king22@att.net,3125470756,9743 Michigan Ave,Oak Park,IL,60302,low,medium
P-00000509,Linda,Harris,linda.harris12@sbcglobal.net,3124739469,7180 Dearborn St,Chicago,IL,60654,low,major
P-00000510,Timothy,Jones,timothy.jones18@yahoo.com,8722207739,1442 Central Ave,Oak Park,IL,60302,low,low
P-00000511,Ashley,Campbell,ashley.campbell96@outlook.com,6306587757,5189 Roosevelt Rd,Oak Park,IL,60302,high,medium
P-00000512,Jessica,White,jessica.white94@icloud.com,3121831635,1241 Archer Ave,Chicago,IL,60647,medium,medium
P-00000513,George,Campbell,george.campbell55@hotmail.com,8724023846,5528 Oak Park Ave,Chicago,IL,60654,high,high
P-00000514,Carol,White,carol.white65@hotmail.com,8728121782,6969 Pulaski Rd,Oak Park,IL,60302,low,low
P-00000515,Barbara,Ramirez,barbara.ramirez19@outlook.com,8477605949,5396 LaSalle St,Chicago,IL,60601,medium,low
P-00000516,Andrew,Flores,andrew.flores77@comcast.net,6302857845,6771 Irving Park Rd,Chicago,IL,60622,medium,low
P-00000517,Amanda,Davis,amanda.davis86@icloud.com,7734401447,6140 Madison St,Chicago,IL,60647,low,low
P-00000518,Matthew,Nelson,matthew.nelson96@yahoo.com,3129358827,5685 Cicero Ave,Chicago,IL,60647,medium,low
P-00000519,Dorothy,Miller,dorothy.miller48@outlook.com,8725229228,8066 California Ave,Chicago,IL,60654,medium,medium
P-00000520,Joseph,Thompson,joseph.thompson92@gmail.com,6309543144,2085 Central Ave,Chicago,IL,60614,low,low
P-00000521,Richard,Nguyen,richard.nguyen45@yahoo.com,8727778519,5750 Archer Ave,Chicago,IL,60622,medium,low
P-00000522,Nancy,Hall,nancy.hall62@gmail.com,6303583677,3653 Central Ave,Chicago,IL,60610,low,medium
P-00000523,Matthew,Jackson,matthew.jackson16@aol.com,8728891784,9956 Monroe St,Oak Park,IL,60302,low,low
P-00000524,Carol,Flores,carol.flores18@yahoo.com,3122916796,8336 Wells St,Chicago,IL,60647,medium,low
P-00000525,Kevin,Mitchell,kevin.mitchell31@msn.com,7731239608,6999 Archer Ave,Chicago,IL,60647,low,low
P-00000526,William,Walker,william.walker63@att.net,3121895596,6397 Dearborn St,Chicago,IL,60614,low,low
P-00000527,Robert,Jones,robert.jones79@yahoo.com,7739817164,7015 Monroe St,Chicago,IL,60614,medium,low
P-00000528,Kevin,Davis,kevin.davis63@sbcglobal.net,8474991818,5830 LaSalle St,Chicago,IL,60610,low,high
P-00000529,Joseph,Lopez,joseph.lopez74@att.net,3123130118,671 Pulaski Rd,Chicago,IL,60657,medium,high
P-00000530,Daniel,Thompson,daniel.thompson51@icloud.com,3124415473,9079 Jackson Blvd,Evanston,IL,60201,low,low
P-00000531,Anthony,Gonzalez,anthony.gonzalez92@msn.com,8728238225,3033 Western Ave,Evanston,IL,60201,medium,low
P-00000532,Charles,Campbell,charles.campbell68@sbcglobal.net,6307297042,3017 Dearborn St,Chicago,IL,60615,low,low
P-00000533,Anthony,Thomas,anthony.thomas51@att.net,7733303707,6838 Monroe St,Chicago,IL,60622,medium,high
P-00000534,David,Clark,david.clark34@outlook.com,3128139845,1013 Pulaski Rd,Evanston,IL,60201,high,low
P-00000535,Christopher,Rivera,christopher.rivera75@msn.com,8726839741,9599 Clark St,Chicago,IL,60615,low,low
P-00000536,Betty,Mitchell,betty.mitchell54@att.net,8721678066,3283 Armitage Ave,Chicago,IL,60657,medium,high
P-00000537,George,Smith,george.smith56@aol.com,6309372602,3929 Van Buren St,Chicago,IL,60615,low,medium
P-00000538,Mark,Thomas,mark.thomas71@comcast.net,3122029242,5038 Monroe St,Chicago,IL,60622,medium,low
P-00000539,Emily,Torres,emily.torres59@gmail.com,8721404911,1512 Roosevelt Rd,Oak Park,IL,60302,high,medium
P-00000540,Andrew,Wilson,andrew.wilson24@outlook.com,7737562865,4913 Archer Ave,Chicago,IL,60601,low,major
P-00000541,Thomas,Scott,thomas.scott8@hotmail.com,8477002024,8133 Cicero Ave,Chicago,IL,60647,high,medium
P-00000542,Sandra,Gonzalez,sandra.gonzalez34@sbcglobal.net,8475349025,9397 Kedzie Ave,Chicago,IL,60601,medium,low
P-00000543,Anthony,Nguyen,anthony.nguyen91@aol.com,7739795492,4535 California Ave,Chicago,IL,60615,medium,high
P-00000544,Joshua,Thomas,joshua.thomas43@gmail.com,7735881539,696 Franklin St,Chicago,IL,60654,low,medium
P-00000545,Kenneth,Harris,kenneth.harris69@outlook.com,8721194152,6952 Monroe St,Chicago,IL,60657,low,low
P-00000546,Emily,Perez,emily.perez22@yahoo.com,8476147501,9924 Archer Ave,Chicago,IL,60622,medium,low
P-00000547,James,White,james.white4@yahoo.com,8728907386,1667 Michigan Ave,Chicago,IL,60614,medium,low
P-00000548,Emily,Garcia,emily.garcia87@yahoo.com,7735592087,9371 Cermak Rd,Chicago,IL,60654,low,high
P-00000549,Joseph,Torres,joseph.torres61@msn.com,3129893518,6901 Pulaski Rd,Chicago,IL,60647,medium,low
P-00000550,Kimberly,Brown,kimberly.brown71@att.net,7733848039,4665 Oak Park Ave,Chicago,IL,60610,medium,major
P-00000551,Brian,Lewis,brian.lewis90@sbcglobal.net,8728140782,1967 Monroe St,Chicago,IL,60657,low,high
P-00000552,Karen,White,karen.white72@gmail.com,3122297776,4731 Armitage Ave,Chicago,IL,60622,low,low
P-00000553,Andrew,Robinson,andrew.robinson75@outlook.com,8479722856,2701 State St,Chicago,IL,60622,high,low
P-00000554,Sarah,Taylor,sarah.taylor14@comcast.net,3123426062,1233 Cicero Ave,Chicago,IL,60622,low,medium
P-00000555,Charles,Baker,charles.baker35@yahoo.com,8475027187,7096 Belmont Ave,Chicago,IL,60654,low,low
P-00000556,James,Clark,james.clark53@aol.com,7731265039,685 Armitage Ave,Chicago,IL,60657,high,high
P-00000557,Matthew,Miller,matthew.miller71@yahoo.com,8473708685,8618 Armitage Ave,Chicago,IL,60657,medium,low
P-00000558,Christopher,Torres,christopher.torres22@sbcglobal.net,6305444910,3229 Wells St,Chicago,IL,60622,medium,low
P-00000559,Paul,Thompson,paul.thompson26@comcast.net,6304719194,7037 Michigan Ave,Chicago,IL,60647,low,low
P-00000560,Mark,Jones,mark.jones55@msn.com,3122413967,9097 Pulaski Rd,Chicago,IL,60654,medium,low
P-00000561,Andrew,Anderson,andrew.anderson87@yahoo.com,3123422952,2828 Pulaski Rd,Chicago,IL,60610,medium,high
P-00000562,Steven,Moore,steven.moore1@outlook.com,7731297542,3261 State St,Chicago,IL,60647,medium,medium
P-00000563,Christopher,Allen,christopher.allen63@msn.com,8723466511,2700 Armitage Ave,Evanston,IL,60201,low,high
P-00000564,Christopher,Rivera,christopher.rivera58@yahoo.com,6308166065,7466 Van Buren St,Chicago,IL,60654,low,medium
P-00000565,Lisa,Sanchez,lisa.sanchez75@msn.com,3122880164,2323 Adams St,Chicago,IL,60601,low,low
P-00000566,Nancy,Flores,nancy.flores97@gmail.com,8476444408,3301 Armitage Ave,Chicago,IL,60615,medium,low
P-00000567,William,Brown,william.brown17@icloud.com,7735245871,9409 Wacker Dr,Chicago,IL,60601,medium,low
P-00000568,Sarah,Lewis,sarah.lewis74@gmail.com,7733928339,2248 Van Buren St,Chicago,IL,60615,low,low
P-00000569,Donald,Walker,donald.walker82@outlook.com,8727630604,7346 Harlem Ave,Chicago,IL,60614,medium,low
P-00000570,Charles,Sanchez,charles.sanchez26@sbcglobal.net,7731138925,6581 Armitage Ave,Chicago,IL,60614,medium,low
P-00000571,Dorothy,Jackson,dorothy.jackson33@gmail.com,8721431978,7316 Pulaski Rd,Chicago,IL,60601,high,major
P-00000572,Emily,Miller,emily.miller16@att.net,8473242365,9444 Cermak Rd,Chicago,IL,60614,low,low
P-00000573,Jessica,Davis,jessica.davis92@aol.com,6307646854,9649 Adams St,Chicago,IL,60647,low,medium
P-00000574,Paul,Sanchez,paul.sanchez45@outlook.com,8721458819,2606 State St,Oak Park,IL,60302,medium,low
P-00000575,Barbara,Sanchez,barbara.sanchez13@att.net,7735051939,1701 Monroe St,Chicago,IL,60601,high,low
P-00000576,Matthew,Taylor,matthew.taylor84@outlook.com,8726216813,5094 Pulaski Rd,Chicago,IL,60654,medium,medium
P-00000577,Emily,Wilson,emily.wilson34@aol.com,8474658997,3222 Wacker Dr,Chicago,IL,60610,medium,high
P-00000578,Jennifer,Martin,jennifer.martin48@comcast.net,8723993220,6766 Harrison St,Chicago,IL,60657,medium,low
P-00000579,Matthew,Torres,matthew.torres15@hotmail.com,8476658565,4600 Wacker Dr,Oak Park,IL,60302,low,medium
P-00000580,Linda,Adams,linda.adams35@comcast.net,7733051723,463 Pulaski Rd,Chicago,IL,60615,low,low
P-00000581,Christopher,Taylor,christopher.taylor62@hotmail.com,3129231691,9162 Dearborn St,Chicago,IL,60610,low,medium
P-00000582,Daniel,Perez,daniel.perez4@yahoo.com,8474129985,3183 Cermak Rd,Oak Park,IL,60302,medium,low
P-00000583,Richard,Lopez,richard.lopez2@att.net,7737226659,1645 California Ave,Oak Park,IL,60302,high,low
P-00000584,Donald,Adams,donald.adams85@aol.com,8471542955,9621 Fullerton Ave,Chicago,IL,60622,high,high
P-00000585,David,Rodriguez,david.rodriguez26@aol.com,8472657387,6061 Pulaski Rd,Chicago,IL,60601,low,low
P-00000586,Donna,White,donna.white10@att.net,8474886932,6300 Fullerton Ave,Chicago,IL,60610,medium,low
P-00000587,Sarah,Ramirez,sarah.ramirez96@msn.com,8727215241,8401 Central Ave,Oak Park,IL,60302,medium,low
P-00000588,Betty,Harris,betty.harris98@sbcglobal.net,6301303446,6018 Armitage Ave,Chicago,IL,60647,medium,high
P-00000589,Mary,Moore,mary.moore98@outlook.com,8727115762,7264 Kedzie Ave,Chicago,IL,60601,medium,low
P-00000590,Linda,Robinson,linda.robinson10@comcast.net,6305628656,238 State St,Chicago,IL,60657,high,high
P-00000591,Timothy,Gonzalez,timothy.gonzalez89@outlook.com,7739006546,6453 LaSalle St,Chicago,IL,60615,low,low
P-00000592,Jessica,Smith,jessica.smith34@icloud.com,3126408647,4252 Roosevelt Rd,Chicago,IL,60615,medium,medium
P-00000593,Joseph,Jackson,joseph.jackson90@att.net,8724455673,9565 Diversey Pkwy,Chicago,IL,60610,low,low
P-00000594,Margaret,Moore,margaret.moore86@yahoo.com,8477212695,6259 Pulaski Rd,Chicago,IL,60657,medium,medium
P-00000595,Ashley,Anderson,ashley.anderson13@icloud.com,8724485001,2992 Madison St,Chicago,IL,60657,low,low
P-00000596,Dorothy,Miller,dorothy.miller28@hotmail.com,6309186565,6254 Jackson Blvd,Chicago,IL,60615,medium,low
P-00000597,Donald,Lee,donald.lee91@comcast.net,8477214294,2782 Roosevelt Rd,Chicago,IL,60601,low,major
P-00000598,Michelle,Thomas,michelle.thomas25@msn.com,8475415743,1107 Michigan Ave,Chicago,IL,60657,low,medium
P-00000599,Margaret,Wright,margaret.wright98@yahoo.com,8474590511,8861 Congress Pkwy,Chicago,IL,60657,low,low
P-00000600,Paul,Miller,paul.miller72@icloud.com,8728204425,6620 Harrison St,Chicago,IL,60615,medium,low
P-00000601,Charles,Martinez,charles.martinez4@yahoo.com,6301236824,4410 Jackson Blvd,Chicago,IL,60622,low,medium
P-00000602,William,Moore,william.moore63@sbcglobal.net,7735063068,7522 Van Buren St,Chicago,IL,60610,low,low
P-00000603,Jessica,Lopez,jessica.lopez69@yahoo.com,7731220326,3011 Oak Park Ave,Chicago,IL,60614,low,major
P-00000604,Nancy,Wright,nancy.wright39@msn.com,3123906405,9210 Kedzie Ave,Evanston,IL,60201,low,low
P-00000605,Patricia,Miller,patricia.miller2@gmail.com,8729355425,4122 Cicero Ave,Chicago,IL,60647,medium,low
P-00000606,Timothy,Gonzalez,timothy.gonzalez80@outlook.com,8728961813,7097 Archer Ave,Chicago,IL,60614,high,low
P-00000607,Barbara,Lee,barbara.lee68@msn.com,8474850404,7160 Harrison St,Chicago,IL,60615,medium,high
P-00000608,Charles,Robinson,charles.robinson78@outlook.com,6303307539,8310 Van Buren St,Chicago,IL,60654,low,low
P-00000609,Patricia,King,patricia.king69@comcast.net,7734674153,552 Oak Park Ave,Chicago,IL,60654,medium,medium
P-00000610,Daniel,Davis,daniel.davis92@gmail.com,8472045533,7992 Cermak Rd,Chicago,IL,60601,low,medium
P-00000611,Steven,Flores,steven.flores43@hotmail.com,6301735053,5211 Michigan Ave,Chicago,IL,60622,medium,medium
P-00000612,Emily,Baker,emily.baker95@aol.com,3121144454,4125 Harlem Ave,Evanston,IL,60201,medium,high
P-00000613,Amanda,Thompson,amanda.thompson20@aol.com,3128905435,1912 Archer Ave,Chicago,IL,60614,low,major
P-00000614,Charles,Allen,charles.allen3@msn.com,8478052514,651 Clark St,Chicago,IL,60601,medium,low
P-00000615,George,Martin,george.martin44@yahoo.com,8478364534,6202 Wells St,Chicago,IL,60614,low,medium
P-00000616,Matthew,Rodriguez,matthew.rodriguez66@hotmail.com,8721074231,8170 Kedzie Ave,Chicago,IL,60601,low,major
P-00000617,Karen,Rodriguez,karen.rodriguez27@yahoo.com,6309905808,5770 Dearborn St,Chicago,IL,60601,low,low
P-00000618,Anthony,Jones,anthony.jones88@sbcglobal.net,6304514674,1787 Congress Pkwy,Chicago,IL,60614,low,low
P-00000619,Charles,Lopez,charles.lopez17@att.net,8729344854,8500 Michigan Ave,Chicago,IL,60654,low,low
P-00000620,Thomas,Ramirez,thomas.ramirez60@hotmail.com,8729779116,1199 Western Ave,Chicago,IL,60615,low,low
P-00000621,James,Martinez,james.martinez86@yahoo.com,8721645649,778 Cermak Rd,Chicago,IL,60647,medium,high
P-00000622,Steven,King,steven.king36@yahoo.com,6304732517,6754 Madison St,Chicago,IL,60647,high,low
P-00000623,Andrew,Moore,andrew.moore14@outlook.com,6309731032,3583 Jackson Blvd,Chicago,IL,60657,low,low
P-00000624,Steven,Thompson,steven.thompson38@comcast.net,6307184398,187 Central Ave,Chicago,IL,60614,low,low
P-00000625,Barbara,Adams,barbara.adams50@msn.com,6305110993,6706 Fullerton Ave,Chicago,IL,60657,medium,medium
P-00000626,David,Green,david.green34@aol.com,7736583161,3350 Fullerton Ave,Chicago,IL,60610,low,medium
P-00000627,Jennifer,Torres,jennifer.torres32@hotmail.com,8725147413,8121 Monroe St,Chicago,IL,60654,low,low
P-00000628,Donald,Mitchell,donald.mitchell7@att.net,7733763779,3309 Franklin St,Chicago,IL,60601,medium,low
P-00000629,Charles,Jones,charles.jones9@hotmail.com,8472255959,3657 Dearborn St,Evanston,IL,60201,high,low
P-00000630,Patricia,Torres,patricia.torres48@aol.com,8726023198,3227 Jackson Blvd,Chicago,IL,60615,medium,low
P-00000631,Amanda,Wilson,amanda.wilson17@outlook.com,3124246849,3932 Van Buren St,Chicago,IL,60622,medium,low
P-00000632,Brian,Sanchez,brian.sanchez55@hotmail.com,8725354489,2543 Cicero Ave,Chicago,IL,60622,high,high
P-00000633,Joseph,Green,joseph.green53@att.net,7731481632,6283 Kedzie Ave,Oak Park,IL,60302,medium,low
P-00000634,Michael,Jones,michael.jones11@comcast.net,8471026505,4045 Western Ave,Evanston,IL,60201,medium,low
P-00000635,Richard,Hall,richard.hall66@aol.com,3121973215,2885 Archer Ave,Chicago,IL,60647,medium,medium
P-00000636,Kenneth,Taylor,kenneth.taylor23@aol.com,7736607423,1975 Central Ave,Chicago,IL,60622,medium,low
P-00000637,Linda,Torres,linda.torres52@gmail.com,7736856494,2933 Wells St,Chicago,IL,60601,low,high
P-00000638,Steven,Martinez,steven.martinez48@yahoo.com,3128104527,921 Wells St,Evanston,IL,60201,low,high
P-00000639,Sandra,Gonzalez,sandra.gonzalez80@icloud.com,6304487924,2890 Van Buren St,Oak Park,IL,60302,medium,medium
P-00000640,Sandra,Hall,sandra.hall7@msn.com,8474099834,2600 Pulaski Rd,Evanston,IL,60201,high,major
P-00000641,Ashley,Sanchez,ashley.sanchez9@aol.com,8475802738,7306 Dearborn St,Chicago,IL,60610,medium,medium
P-00000642,Donald,Hernandez,donald.hernandez58@gmail.com,8478069222,6978 Wells St,Chicago,IL,60601,high,low
P-00000643,Richard,Campbell,richard.campbell65@hotmail.com,8728514782,3583 Franklin St,Chicago,IL,60654,medium,medium
P-00000644,Karen,Williams,karen.williams2@yahoo.com,6304507145,8872 Madison St,Chicago,IL,60610,medium,low
P-00000645,Steven,Martinez,steven.martinez76@outlook.com,8473941616,486 Monroe St,Chicago,IL,60654,medium,high
P-00000646,Daniel,Hall,daniel.hall26@att.net,8472079037,4466 Harlem Ave,Evanston,IL,60201,low,low
P-00000647,Michael,Campbell,michael.campbell80@comcast.net,8725066981,8286 Wells St,Chicago,IL,60615,high,high
P-00000648,Linda,Allen,linda.allen71@aol.com,8472515719,2082 California Ave,Chicago,IL,60657,medium,low
P-00000649,Amanda,Walker,amanda.walker93@sbcglobal.net,7732734428,4697 Roosevelt Rd,Chicago,IL,60654,high,low
P-00000650,Joshua,Perez,joshua.perez23@sbcglobal.net,8479045391,4809 Irving Park Rd,Chicago,IL,60647,low,low
P-00000651,Paul,Rodriguez,paul.rodriguez91@att.net,8474665842,1940 Adams St,Oak Park,IL,60302,high,medium
P-00000652,Donald,Jones,donald.jones7@msn.com,6305768026,1181 Congress Pkwy,Evanston,IL,60201,low,medium
P-00000653,Mark,Smith,mark.smith74@msn.com,6301779957,166 Wells St,Chicago,IL,60647,medium,medium
P-00000654,Mary,Moore,mary.moore2@aol.com,8475876691,4731 Roosevelt Rd,Chicago,IL,60647,low,low
P-00000655,James,Hall,james.hall3@comcast.net,8725330453,5711 Van Buren St,Oak Park,IL,60302,high,low
P-00000656,Elizabeth,Wright,elizabeth.wright28@outlook.com,8726998544,1394 Central Ave,Chicago,IL,60615,low,high
P-00000657,Betty,Brown,betty.brown13@msn.com,8728939174,8588 Monroe St,Chicago,IL,60657,low,high
P-00000658,Kenneth,Williams,kenneth.williams49@msn.com,3129214372,275 Harrison St,Chicago,IL,60647,low,medium
P-00000659,Ashley,Brown,ashley.brown36@gmail.com,6304446839,646 Roosevelt Rd,Chicago,IL,60614,high,low
P-00000660,Anthony,Thomas,anthony.thomas83@gmail.com,8474257983,4502 Kedzie Ave,Evanston,IL,60201,medium,medium
P-00000661,Joshua,Scott,joshua.scott68@outlook.com,6305976820,7733 Archer Ave,Chicago,IL,60614,low,low
P-00000662,Mary,Lee,mary.lee44@comcast.net,8472385049,1720 Cermak Rd,Chicago,IL,60614,high,medium
P-00000663,William,Walker,william.walker2@outlook.com,8729839008,5318 Oak Park Ave,Chicago,IL,60601,medium,low
P-00000664,Karen,Johnson,karen.johnson41@hotmail.com,8721171236,7923 Dearborn St,Chicago,IL,60610,medium,low
P-00000665,Barbara,Wright,barbara.wright81@msn.com,7731239647,3245 Adams St,Chicago,IL,60657,low,high
P-00000666,William,Allen,william.allen18@sbcglobal.net,3122572732,7381 Congress Pkwy,Chicago,IL,60614,low,low
P-00000667,Dorothy,Lewis,dorothy.lewis82@yahoo.com,3128770032,7439 Franklin St,Chicago,IL,60614,low,medium
P-00000668,Dorothy,Nguyen,dorothy.nguyen82@msn.com,6304472696,7241 Van Buren St,Evanston,IL,60201,low,medium
P-00000669,Margaret,Torres,margaret.torres44@yahoo.com,6306449604,9218 Van Buren St,Chicago,IL,60615,high,low
P-00000670,Michael,Robinson,michael.robinson76@hotmail.com,7735272513,4775 Central Ave,Chicago,IL,60654,medium,high
P-00000671,Andrew,Thompson,andrew.thompson2@aol.com,3128299243,6819 Diversey Pkwy,Oak Park,IL,60302,medium,high
P-00000672,Sarah,Gonzalez,sarah.gonzalez58@msn.com,6308587145,867 Cicero Ave,Chicago,IL,60657,low,low
P-00000673,Joshua,Robinson,joshua.robinson70@aol.com,8721561548,9830 Oak Park Ave,Chicago,IL,60647,medium,high
P-00000674,Jennifer,Nelson,jennifer.nelson49@msn.com,6304377136,9799 State St,Evanston,IL,60201,low,high
P-00000675,Sarah,Lee,sarah.lee52@aol.com,8472968093,3797 Adams St,Chicago,IL,60614,medium,low
P-00000676,Linda,King,linda.king73@hotmail.com,6303183448,9590 LaSalle St,Oak Park,IL,60302,low,low
P-00000677,Charles,Thompson,charles.thompson96@msn.com,8728371858,8213 Monroe St,Chicago,IL,60615,medium,medium
P-00000678,Paul,Jackson,paul.jackson83@gmail.com,7731676935,6975 California Ave,Chicago,IL,60657,high,low
P-00000679,Lisa,Anderson,lisa.anderson23@gmail.com,8729269841,9089 Oak Park Ave,Chicago,IL,60601,low,major
P-00000680,Betty,Mitchell,betty.mitchell38@yahoo.com,3128608965,777 Monroe St,Chicago,IL,60601,medium,medium
P-00000681,Linda,Ramirez,linda.ramirez17@comcast.net,8472461433,6313 Congress Pkwy,Evanston,IL,60201,low,major
P-00000682,Kenneth,Lopez,kenneth.lopez14@aol.com,8723037398,1043 Franklin St,Chicago,IL,60610,low,high
P-00000683,Daniel,Green,daniel.green55@sbcglobal.net,6301353153,7164 Van Buren St,Evanston,IL,60201,high,high
P-00000684,Andrew,Nguyen,andrew.nguyen59@aol.com,3121234898,2470 Archer Ave,Chicago,IL,60610,high,low
P-00000685,Robert,Williams,robert.williams94@outlook.com,8471807040,3775 Diversey Pkwy,Oak Park,IL,60302,medium,low
P-00000686,Kevin,Johnson,kevin.johnson45@att.net,8729840597,455 Adams St,Chicago,IL,60657,medium,low
P-00000687,Andrew,Mitchell,andrew.mitchell15@msn.com,3121516394,5939 Monroe St,Chicago,IL,60622,low,medium
P-00000688,Mary,White,mary.white66@aol.com,8728249127,8061 Belmont Ave,Chicago,IL,60647,low,medium
P-00000689,Anthony,Mitchell,anthony.mitchell53@hotmail.com,7733518929,1516 Wells St,Chicago,IL,60601,medium,high
P-00000690,Daniel,Clark,daniel.clark70@comcast.net,6303032656,2786 Harlem Ave,Evanston,IL,60201,low,high
P-00000691,Barbara,Hill,barbara.hill46@aol.com,8471377224,1208 Adams St,Chicago,IL,60654,low,medium
